iter	Logloss
433	0.3305916865
434	0.3305910249
435	0.3305023656
436	0.3303386844
437	0.3301705482
438	0.330020381
439	0.3299593051
440	0.3296843634
441	0.3294784104
442	0.3293645194
443	0.3291665287
444	0.329150034
445	0.32902031
446	0.3288583848
447	0.3286944655
448	0.3286666791
449	0.3285704126
450	0.3283910995
451	0.3283015366
452	0.3280981363
453	0.3279948972
454	0.3277910374
455	0.3276347574
456	0.3275472159
457	0.3274307847
458	0.3272330777
459	0.3271145322
460	0.3270055302
461	0.3268461223
462	0.3266622498
463	0.3264817162
464	0.3264294921
465	0.3262773837
466	0.326251313
467	0.32617944
468	0.3259403492
469	0.3258202648
470	0.3257150918
471	0.3256067304
472	0.3254903598
473	0.3252150779
474	0.325011287
475	0.324948044
476	0.3247546218
477	0.3246614678
478	0.3244511299
479	0.3243736111
480	0.3242928756
481	0.3241079529
482	0.3240000382
483	0.3239237933
484	0.3238545369
485	0.3237003282
486	0.3236769017
487	0.3235254255
488	0.3234421809
489	0.3233705407
490	0.3232732684
491	0.3231805092
492	0.3230215777
493	0.3229374828
494	0.3227824304
495	0.322541006
496	0.3225164666
497	0.3224138457
498	0.3222247347
499	0.3220569247
500	0.3218954154
501	0.3216914294
502	0.3215456896
503	0.3214870912
504	0.3213347431
505	0.3212374787
506	0.3212267349
507	0.3211586429
508	0.3210979539
509	0.3209420487
510	0.3209199288
511	0.3208153134
512	0.3206031763
513	0.3205600451
514	0.3204517815
515	0.3203558479
516	0.3201435267
517	0.3199237978
518	0.3198706408
519	0.3196905204
520	0.3195380769
521	0.3193604534
522	0.3192859759
523	0.319227094
524	0.3191388689
525	0.319067439
526	0.3189895859
527	0.3188407599
528	0.3186779944
529	0.3184939598
530	0.3183700737
531	0.3180690454
532	0.3180252329
533	0.3179961022
534	0.3178084527
535	0.3177261954
536	0.317550824
537	0.317380757
538	0.3172215842
539	0.3170404825
540	0.3168620008
541	0.3166537621
542	0.3165678298
543	0.316356888
544	0.3162130018
545	0.3161844034
546	0.3161349538
547	0.3160364929
548	0.3157910821
549	0.3156805003
550	0.3156031139
551	0.3154476681
552	0.3152920118
553	0.3151186613
554	0.3149829736
555	0.3148140284
556	0.3145352552
557	0.3143141348
558	0.314261289
559	0.3140615804
560	0.3138656297
561	0.3137509055
562	0.3137037242
563	0.3134828625
564	0.3133790511
565	0.3133383475
566	0.3132705067
567	0.3130794044
568	0.3129337779
569	0.3128803062
570	0.3127152026
571	0.3126847067
572	0.3124604282
573	0.3123041569
574	0.3122080526
575	0.312117718
576	0.3120812649
577	0.3119083574
578	0.3118856921
579	0.3117883279
580	0.311582283
581	0.3114044922
582	0.3113211647
583	0.311158555
584	0.3109138682
585	0.3108837847
586	0.3107195408
587	0.3105197759
588	0.3103680451
589	0.3102493494
590	0.3101998954
591	0.3100940606
592	0.3100300553
593	0.3099719253
594	0.3098054997
595	0.309685488
596	0.3095658049
597	0.3094947209
598	0.3093839931
599	0.3092712861
600	0.3091082005
601	0.3088677699
602	0.3088291591
603	0.3086308005
604	0.3085123044
605	0.3083799615
606	0.3083447324
607	0.3082149446
608	0.308147059
609	0.3079362564
610	0.3078674783
611	0.3077719642
612	0.3077263904
613	0.3075359377
614	0.3074759791
615	0.3073505412
616	0.3070642592
617	0.3068841481
618	0.3067833754
619	0.3066373887
620	0.3064883032
621	0.3063832664
622	0.3062184891
623	0.3061565048
624	0.3060929615
625	0.3060127263
626	0.305949837
627	0.3058608049
628	0.3057218654
629	0.3056172208
630	0.3055459738
631	0.3053359087
632	0.3053110888
633	0.3051292769
634	0.305078039
635	0.3050328731
636	0.3049421923
637	0.3047475094
638	0.3047470487
639	0.304610862
640	0.3043485004
641	0.3042267493
642	0.3040833158
643	0.3039481297
644	0.3038042829
645	0.3036515891
646	0.3035564396
647	0.3035169965
648	0.3034714905
649	0.3033928948
650	0.3033439632
651	0.3033233448
652	0.3030987397
653	0.3028970507
654	0.302819215
655	0.3027762611
656	0.3027160734
657	0.3026785705
658	0.3024643461
659	0.3023553487
660	0.3022048011
661	0.3021627971
662	0.3019947234
663	0.3019933565
664	0.3018912239
665	0.3018306203
666	0.301748376
667	0.3015063347
668	0.3014954584
669	0.3014175421
670	0.3013141519
671	0.3012350544
672	0.3011937426
673	0.3011678379
674	0.3010873505
675	0.3009552211
676	0.3008967658
677	0.3007670292
678	0.3006094414
679	0.3004796438
680	0.3003171215
681	0.3002204156
682	0.3001726509
683	0.3001219849
684	0.3000775386
685	0.300017316
686	0.2998639129
687	0.2997810174
688	0.2996429879
689	0.2996107302
690	0.2994812084
691	0.2992962694
692	0.2992270194
693	0.2990631759
694	0.2990362186
695	0.2990259759
696	0.2989105431
697	0.2988450247
698	0.2988118923
699	0.2986771457
700	0.298530313
701	0.2984061562
702	0.2983730249
703	0.2982772194
704	0.2982105859
705	0.2980842554
706	0.2979908466
707	0.2978832306
708	0.2977855123
709	0.2977665925
710	0.2975829144
711	0.2974520031
712	0.2973865998
713	0.2972510868
714	0.2971640841
715	0.297043133
716	0.2968625058
717	0.2968364419
718	0.2967429835
719	0.2967278567
720	0.296628854
721	0.2966123075
722	0.2965054275
723	0.2964864222
724	0.2964115383
725	0.2962455628
726	0.2961163945
727	0.2959504034
728	0.2958436983
729	0.2956683998
730	0.295587574
731	0.2955018728
732	0.2954038065
733	0.2952923869
734	0.2952337522
735	0.2951204587
736	0.2949822785
737	0.2949327798
738	0.2948129892
739	0.2947546121
740	0.294727619
741	0.2944954828
742	0.2943968445
743	0.2942949732
744	0.2942486134
745	0.2941741346
746	0.294003525
747	0.293874375
748	0.293758692
749	0.2937354458
750	0.293680386
751	0.2936328774
752	0.2935276814
753	0.2934598294
754	0.2934385658
755	0.2933963077
756	0.2932793037
757	0.2932207863
758	0.2931240705
759	0.2929832987
760	0.2929240175
761	0.2928718517
762	0.2926634468
763	0.2924415423
764	0.2923127504
765	0.2922778339
766	0.2921154683
767	0.2919943501
768	0.2918865223
769	0.2917792142
770	0.2916926144
771	0.2914949055
772	0.291424938
773	0.2913554351
774	0.2912583321
775	0.2911268859
776	0.2911178947
777	0.2910554204
778	0.2909750172
779	0.2909064651
780	0.2908641207
781	0.2907769322
782	0.2905856906
783	0.2904215354
784	0.2903834581
785	0.2903579628
786	0.2902458264
787	0.2902057918
788	0.2901043475
789	0.2899917001
790	0.2899723809
791	0.2897128603
792	0.2896260623
793	0.289401175
794	0.2893005568
795	0.289251067
796	0.2891486106
797	0.2890695628
798	0.2889506774
799	0.2888832908
800	0.2888128848
801	0.2887063171
802	0.2885663741
803	0.2884814098
804	0.2883717237
805	0.2882946623
806	0.2881733955
807	0.2880895745
808	0.2880549261
809	0.2877569658
810	0.2876699306
811	0.2875876631
812	0.2875089441
813	0.2874448912
814	0.2873717253
815	0.2872643801
816	0.2872560372
817	0.2871956609
818	0.2871525071
819	0.2869934188
820	0.2869362547
821	0.2868347819
822	0.2867715783
823	0.2865188188
824	0.2863812107
825	0.2863038652
826	0.2861575434
827	0.286052305
828	0.2859738493
829	0.2859070298
830	0.2858041238
831	0.2857419498
832	0.2856695403
833	0.2854741956
834	0.2854437267
835	0.2853610806
836	0.2852737363
837	0.2852209795
838	0.2851062275
839	0.2850481743
840	0.2849495167
841	0.2848443208
842	0.2847716671
843	0.2846296676
844	0.2845000452
845	0.284378746
846	0.2843369798
847	0.2841497745
848	0.2840634712
849	0.2839323974
850	0.2839093881
851	0.2838523058
852	0.2836861343
853	0.2836080528
854	0.2834617337
855	0.2833820588
856	0.283360815
857	0.2832413056
858	0.2832027693
859	0.2830446689
860	0.2829128467
861	0.2827568543
862	0.2825975851
863	0.2824828282
864	0.2824568963
865	0.2823257496
866	0.2822174299
867	0.2821553093
868	0.2821250927
869	0.2820258037
870	0.2818499444
871	0.2817593307
872	0.2816814852
873	0.2816076679
874	0.2815365363
875	0.2814829189
876	0.2814460151
877	0.2812800445
878	0.2812127351
879	0.2811286466
880	0.28108503
881	0.2810206944
882	0.2809269877
883	0.2808908996
884	0.2807780029
885	0.2807010541
886	0.2806391424
887	0.2805281645
888	0.2805131569
889	0.2803891729
890	0.280196477
891	0.2801089943
892	0.2799343719
893	0.2798527734
894	0.2797061281
895	0.2795809348
896	0.279555879
897	0.2794071787
898	0.2793529451
899	0.2792971123
900	0.2792635989
901	0.2792091096
902	0.2791515813
903	0.2790903269
904	0.2790751192
905	0.2789474123
906	0.2788397497
907	0.2787374208
908	0.2786518933
909	0.2786386801
910	0.2784385085
911	0.2783735251
912	0.2783102123
913	0.2782009613
914	0.2781105258
915	0.278087228
916	0.2780812399
917	0.2780251199
918	0.2779673101
919	0.2778253447
920	0.2777974129
921	0.2776948784
922	0.2775954277
923	0.277380008
924	0.2773336671
925	0.2773062704
926	0.2772947249
927	0.2771650776
928	0.2770360374
929	0.2769318097
930	0.2768616345
931	0.2767108118
932	0.2766248086
933	0.2764486386
934	0.2763791467
935	0.2763258027
936	0.2762201961
937	0.2761574295
938	0.2761059226
939	0.2759835693
940	0.2757704538
941	0.2755941395
942	0.2753870215
943	0.2752858523
944	0.2752327202
945	0.2751362742
946	0.2750062261
947	0.2749013478
948	0.2748212313
949	0.2747602627
950	0.2745866347
951	0.2743329072
952	0.2743206949
953	0.2742238984
954	0.2741838048
955	0.2740049114
956	0.2738670292
957	0.2738111726
958	0.2737363639
959	0.2737262753
960	0.2735633926
961	0.273485246
962	0.2733884971
963	0.2732435222
964	0.2730670272
965	0.2729068545
966	0.2728120101
967	0.272744335
968	0.2726780711
969	0.2724918875
970	0.2723944559
971	0.2723465804
972	0.2722656141
973	0.2720968083
974	0.2720420021
975	0.2718998803
976	0.2717159824
977	0.2716775922
978	0.2715853912
979	0.2713642999
980	0.271273396
981	0.2712026693
982	0.2711031625
983	0.2709738532
984	0.2709152989
985	0.2708023132
986	0.2707126406
987	0.270682051
988	0.2706168239
989	0.2705208352
990	0.2704889487
991	0.2703545139
992	0.2701317224
993	0.2701083671
994	0.2699151275
995	0.2698334046
996	0.2697634242
997	0.269701433
998	0.2696652603
999	0.2695185802
